src_ip,dst_ip,src_port,dst_port,protocol,packet_size,duration,packets_sent,packets_received,bytes_sent,bytes_received,syn_flag,ack_flag,fin_flag,rst_flag,label
27.26.203.223,129.168.152.33,6489,25,UDP,1470,3.716,36,18,2073,2576,0,1,1,0,normal
231.80.191.201,254.79.159.189,46424,19653,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
231.80.191.201,254.79.159.189,40053,46072,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
237.165.149.189,220.25.17.103,38252,443,TCP,807,4.802,36,19,7934,1505,0,1,0,0,normal
138.242.109.62,112.198.79.254,61193,443,TCP,595,0.078,835,0,279112,0,1,0,0,0,ddos
53.220.183.23,45.12.171.247,46341,22,UDP,1076,0.084,53,26,4183,9173,1,1,0,0,normal
187.27.240.38,253.145.178.9,44744,25,UDP,901,4.478,9,44,8613,6684,1,1,1,0,normal
129.171.3.213,248.38.57.170,58218,443,UDP,406,1.525,24,3,9695,6146,1,0,0,0,normal
136.175.50.104,112.198.79.254,52244,80,TCP,1447,0.004,861,0,190625,0,1,0,0,0,ddos
225.43.246.150,47.137.46.77,53156,53,TCP,1261,3.581,12,35,285,4974,1,1,0,0,normal
190.237.231.198,144.95.28.46,63324,53,TCP,273,0.825,30,76,8379,6277,1,1,0,0,normal
73.234.87.103,66.162.215.194,28688,80,UDP,646,4.274,93,49,4778,6970,0,0,1,0,normal
224.29.153.191,179.9.59.161,39072,443,ICMP,1316,2.868,33,56,1097,3116,0,0,0,0,normal
204.123.114.171,254.3.50.29,39075,80,ICMP,542,3.361,57,20,1799,4393,1,0,1,0,normal
24.251.146.60,172.93.149.17,51488,80,TCP,747,2.034,90,29,6417,1715,0,0,0,0,normal
102.90.140.138,112.198.79.254,16914,80,TCP,1308,0.03,520,0,445495,0,1,0,0,0,ddos
245.163.96.228,248.202.96.178,56001,21,TCP,236,0.855,34,78,9153,4600,0,1,1,0,normal
131.58.146.242,112.198.79.254,54976,80,TCP,790,0.076,126,0,401495,0,1,0,0,0,ddos
73.134.13.29,210.22.90.31,60558,53,ICMP,666,3.502,57,1,8087,5432,0,1,1,0,normal
60.134.109.123,96.26.128.17,1828,443,TCP,708,1.695,96,18,2177,1076,0,0,1,0,normal
226.123.200.61,65.12.3.91,29669,25,TCP,706,0.018,47,74,2133,443,0,0,1,0,normal
200.184.50.96,205.70.76.120,27353,25,TCP,1103,1.893,49,59,5499,9580,0,1,1,0,normal
231.80.191.201,254.79.159.189,43307,60711,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
231.80.191.201,254.79.159.189,47890,31294,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
68.115.20.192,137.114.36.8,12429,21,UDP,187,0.037,34,36,4289,842,0,1,0,0,normal
30.55.30.5,173.228.243.19,13910,25,ICMP,1136,3.757,93,89,3750,7336,1,0,1,0,normal
47.139.69.190,112.198.79.254,23959,80,TCP,1235,0.083,630,0,173418,0,1,0,0,0,ddos
225.135.245.245,196.47.254.168,50905,80,ICMP,1269,0.526,89,47,3093,5924,0,1,1,0,normal
201.98.51.5,112.198.79.254,35770,443,TCP,890,0.025,844,0,135696,0,1,0,0,0,ddos
61.95.238.164,112.198.79.254,26109,443,TCP,516,0.025,342,0,271679,0,1,0,0,0,ddos
6.57.226.245,141.53.34.48,32878,80,ICMP,455,0.113,30,31,4414,3603,0,0,0,0,normal
217.112.65.11,240.217.52.184,59190,53,TCP,1225,0.889,86,64,2655,6410,0,0,1,0,normal
231.80.191.201,254.79.159.189,49579,59555,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
101.238.219.185,155.79.118.173,47576,25,ICMP,823,4.139,70,16,9132,3552,0,0,0,0,normal
231.80.191.201,254.79.159.189,46055,42895,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
72.18.82.250,101.128.131.194,61005,25,TCP,80,3.83,66,84,9950,2640,1,1,0,0,normal
231.80.191.201,254.79.159.189,48211,45523,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
12.205.206.171,214.161.143.220,61219,53,UDP,503,2.368,23,33,874,2442,0,0,0,0,normal
144.6.16.42,147.152.42.36,51189,22,ICMP,509,1.08,100,75,899,6693,0,1,1,0,normal
132.71.7.62,124.157.217.242,4020,80,TCP,947,1.959,51,51,8333,431,1,1,0,0,normal
168.15.169.156,135.111.211.37,65316,53,TCP,299,2.91,31,45,4523,5132,0,0,0,0,normal
32.95.0.209,219.178.9.178,3278,443,ICMP,423,3.256,31,90,985,658,0,1,0,0,normal
13.49.80.109,141.83.102.252,34675,21,TCP,413,0.122,31,64,8425,2197,1,1,0,0,normal
138.27.7.253,45.175.120.149,1331,25,ICMP,631,3.755,71,54,9549,7907,1,1,1,0,normal
153.224.70.149,231.139.222.90,58114,443,ICMP,935,1.664,71,74,2917,6357,1,1,1,0,normal
231.80.191.201,254.79.159.189,49065,39335,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
173.65.82.129,95.207.115.63,9422,21,UDP,944,0.372,60,24,748,638,1,1,1,0,normal
208.21.19.135,224.51.185.98,45390,80,ICMP,95,1.14,16,48,837,6063,0,1,1,0,normal
238.229.127.100,4.243.129.3,44752,443,UDP,441,0.291,49,19,7533,341,1,1,1,0,normal
72.236.111.192,43.181.172.150,10362,21,UDP,145,0.774,95,63,3800,1976,0,1,0,0,normal
231.80.191.201,254.79.159.189,41527,61034,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
231.80.191.201,254.79.159.189,41251,43306,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
254.203.13.237,116.172.74.60,40465,80,UDP,128,1.776,62,2,738,8373,1,0,0,0,normal
248.122.220.196,248.6.175.65,37170,443,TCP,453,2.431,60,65,9910,2281,0,0,0,0,normal
161.253.180.218,112.198.79.254,41829,443,TCP,763,0.007,526,0,426329,0,1,0,0,0,ddos
173.120.149.192,40.237.38.196,55384,53,ICMP,396,3.229,90,84,5709,5089,0,1,0,0,normal
102.41.94.123,112.198.79.254,42801,80,TCP,1483,0.078,810,0,291880,0,1,0,0,0,ddos
77.18.140.249,112.198.79.254,16450,80,TCP,969,0.089,558,0,389761,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,42859,999,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
251.117.61.9,112.198.79.254,4270,443,TCP,650,0.024,308,0,130579,0,1,0,0,0,ddos
55.79.78.105,184.121.9.115,50147,53,TCP,693,3.666,41,25,5533,2430,0,0,1,0,normal
32.232.162.84,4.99.112.114,45788,80,UDP,144,3.515,91,11,9579,4708,0,0,0,0,normal
231.80.191.201,254.79.159.189,49988,15645,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
196.17.53.117,193.234.107.167,49674,53,TCP,1064,1.961,2,63,5776,8827,1,1,0,0,normal
100.49.41.156,190.143.227.98,41244,53,UDP,404,4.756,58,12,5217,3513,0,1,0,0,normal
93.185.48.103,186.28.56.184,42759,22,UDP,104,2.734,12,98,8328,9044,0,1,0,0,normal
183.94.222.66,142.87.93.98,36188,21,ICMP,1081,0.109,42,64,3016,9631,1,0,0,0,normal
231.80.191.201,254.79.159.189,45765,57027,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
181.91.148.59,253.22.62.208,1295,21,UDP,1257,3.654,82,5,2900,8280,1,1,0,0,normal
171.101.113.240,154.179.208.90,41040,25,ICMP,250,1.98,66,45,6739,4272,1,1,1,0,normal
231.80.191.201,254.79.159.189,46232,6278,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
202.226.164.94,196.18.183.40,36883,80,ICMP,981,3.631,70,15,2072,6698,1,1,1,0,normal
67.26.106.30,31.59.105.186,8358,443,ICMP,879,2.543,43,47,8309,8080,0,1,0,0,normal
189.174.127.243,210.155.31.118,44280,21,TCP,478,2.886,71,8,7668,4659,1,1,0,0,normal
106.81.130.144,34.31.81.224,52013,443,TCP,904,4.146,38,7,4510,1454,0,1,1,0,normal
231.80.191.201,254.79.159.189,43711,51647,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
253.26.62.23,95.33.113.62,45285,80,TCP,570,0.518,16,18,2602,8116,1,0,1,0,normal
96.58.168.32,112.198.79.254,41791,80,TCP,1103,0.006,580,0,247319,0,1,0,0,0,ddos
137.209.181.240,60.39.203.20,8815,21,ICMP,583,3.962,22,77,7267,2357,0,1,1,0,normal
106.214.83.31,157.229.120.164,31972,53,TCP,269,2.984,92,53,761,3100,1,1,0,0,normal
97.71.102.121,57.230.19.146,58216,22,TCP,274,1.209,48,42,5751,660,1,0,0,0,normal
149.78.105.29,201.43.83.45,22945,80,TCP,1184,3.496,91,88,8210,4236,0,0,0,0,normal
203.134.177.205,112.198.79.254,32462,443,TCP,509,0.051,614,0,156848,0,1,0,0,0,ddos
196.61.9.56,106.139.220.182,19722,22,UDP,387,1.316,72,50,9178,460,0,0,1,0,normal
63.13.187.61,17.211.158.20,43666,25,ICMP,268,1.301,25,37,4412,1961,1,1,0,0,normal
85.217.223.91,112.198.79.254,15159,443,TCP,1233,0.033,755,0,251644,0,1,0,0,0,ddos
216.170.178.207,5.101.67.169,9774,53,TCP,1287,1.326,14,97,7899,9607,0,0,1,0,normal
246.163.154.52,221.130.213.233,39558,22,ICMP,1474,1.74,88,94,365,6020,0,1,0,0,normal
128.239.157.154,185.114.212.5,5751,443,UDP,750,2.135,54,61,6056,4139,0,0,1,0,normal
82.72.177.99,208.45.37.234,60909,21,TCP,956,3.058,9,20,7897,3582,1,0,0,0,normal
222.203.162.131,159.51.71.231,1402,22,ICMP,753,2.012,48,66,5165,6899,1,1,1,0,normal
114.205.38.7,198.54.59.10,30987,53,ICMP,710,0.898,33,50,2854,6712,1,0,1,0,normal
156.144.143.185,52.33.91.154,17348,21,ICMP,954,0.741,36,56,5270,2793,0,0,0,0,normal
44.190.236.121,188.10.155.236,51010,25,TCP,813,4.536,83,43,2636,3706,0,1,0,0,normal
213.166.202.38,61.205.142.82,22488,25,TCP,1395,3.197,13,35,1977,8807,0,0,0,0,normal
72.221.181.54,22.172.108.44,29947,443,ICMP,101,4.993,49,58,4728,8186,0,1,0,0,normal
17.63.215.247,112.198.79.254,18475,443,TCP,948,0.074,221,0,121539,0,1,0,0,0,ddos
29.227.180.137,172.23.126.90,4151,80,UDP,1202,0.865,71,97,1241,2180,1,1,0,0,normal
158.244.145.16,186.104.210.48,15744,443,ICMP,940,1.782,6,50,8878,7671,1,0,0,0,normal
177.238.21.72,174.22.164.214,24890,53,UDP,1078,3.354,91,68,9853,7471,0,0,1,0,normal
105.130.177.203,180.19.47.29,61421,443,ICMP,902,4.826,91,46,7197,4664,0,0,0,0,normal
60.32.102.59,52.32.102.140,12785,25,TCP,901,1.289,78,5,3125,6352,1,0,0,0,normal
84.227.73.189,112.198.79.254,31313,80,TCP,1462,0.048,816,0,402599,0,1,0,0,0,ddos
177.64.67.78,89.74.128.118,49075,21,UDP,1470,1.514,25,45,8793,4733,1,1,0,0,normal
139.79.179.58,239.94.142.182,24160,22,ICMP,1085,1.996,3,52,4255,5678,1,0,1,0,normal
231.80.191.201,254.79.159.189,43311,53281,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
69.61.149.99,166.95.153.166,29826,22,ICMP,781,0.784,19,13,9856,1055,0,0,1,0,normal
231.80.191.201,254.79.159.189,47603,34320,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
71.96.45.248,84.85.223.70,25829,443,ICMP,1124,1.727,92,66,3162,7123,1,0,0,0,normal
97.199.117.168,147.176.150.137,45572,22,ICMP,1230,0.445,79,63,6701,9065,1,1,1,0,normal
231.80.191.201,254.79.159.189,49411,35303,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
104.54.202.12,112.198.79.254,25942,443,TCP,987,0.02,106,0,456757,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,40080,61333,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
40.203.247.7,244.242.111.192,47615,21,UDP,528,0.644,4,7,478,9984,0,0,0,0,normal
231.80.191.201,254.79.159.189,49140,41145,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
93.202.164.19,112.198.79.254,14420,443,TCP,1213,0.042,685,0,281208,0,1,0,0,0,ddos
211.174.73.179,165.98.14.93,63285,53,UDP,328,1.565,27,46,9453,3092,1,0,0,0,normal
55.111.89.101,187.201.67.131,8355,80,ICMP,923,1.224,5,26,133,883,0,1,0,0,normal
231.80.191.201,254.79.159.189,45027,34781,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
231.80.191.201,254.79.159.189,47608,15613,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
231.80.191.201,254.79.159.189,49736,64883,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
231.80.191.201,254.79.159.189,40019,48002,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
39.155.72.83,112.198.79.254,46896,80,TCP,829,0.079,990,0,396553,0,1,0,0,0,ddos
122.33.47.27,81.195.34.103,15069,443,UDP,1495,3.925,35,50,8025,7154,0,0,1,0,normal
231.80.191.201,254.79.159.189,43546,57833,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
124.243.98.34,113.28.88.80,36837,443,TCP,567,4.853,52,56,1875,8049,0,0,0,0,normal
220.21.172.53,13.189.240.54,21893,80,TCP,1055,2.141,98,69,7641,2242,0,1,1,0,normal
1.155.27.213,112.198.79.254,43749,443,TCP,703,0.044,208,0,394496,0,1,0,0,0,ddos
39.94.204.159,63.163.156.197,43060,21,TCP,1336,0.422,93,78,9532,5842,1,1,0,0,normal
15.210.84.206,112.198.79.254,3526,443,TCP,1124,0.043,270,0,498255,0,1,0,0,0,ddos
161.146.235.244,210.23.167.41,28196,21,TCP,562,0.031,16,78,3386,9263,0,0,0,0,normal
36.225.182.195,232.151.84.169,50611,443,TCP,1265,0.952,12,83,6404,3046,0,0,1,0,normal
250.44.79.67,102.16.33.94,23276,22,UDP,699,4.762,27,12,6158,5565,0,0,1,0,normal
134.192.111.45,221.160.232.212,37408,21,UDP,789,0.431,33,68,1385,2956,1,1,1,0,normal
27.144.62.86,115.241.53.21,62666,22,ICMP,118,3.082,70,91,3363,2125,1,1,0,0,normal
72.145.198.219,112.198.79.254,1733,443,TCP,1059,0.017,143,0,255650,0,1,0,0,0,ddos
223.242.6.40,245.122.32.93,53559,443,ICMP,663,1.257,20,6,2985,5446,0,1,1,0,normal
131.202.91.22,63.231.2.253,27097,25,TCP,282,0.639,52,68,1598,2127,0,0,1,0,normal
231.80.191.201,254.79.159.189,41645,63077,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
219.1.220.47,30.130.153.148,52261,21,ICMP,996,1.837,81,4,4047,3589,1,0,0,0,normal
172.207.67.220,236.208.179.135,57458,443,UDP,386,4.252,50,32,4502,526,0,0,0,0,normal
105.39.50.109,149.136.49.155,2993,22,ICMP,912,0.82,67,72,382,9300,1,1,0,0,normal
217.106.107.62,170.70.82.133,27975,80,TCP,1129,2.035,7,32,5840,2506,0,0,0,0,normal
171.253.239.66,174.211.142.69,28757,53,ICMP,1136,4.612,55,93,4757,3848,1,0,0,0,normal
242.124.126.191,201.238.247.60,22732,21,UDP,662,4.732,23,47,1785,1478,1,1,1,0,normal
44.52.121.204,245.236.92.207,3579,80,ICMP,667,1.848,78,58,9705,7408,1,1,1,0,normal
99.231.211.47,235.253.47.152,4320,22,ICMP,325,1.409,76,5,2319,9077,0,1,1,0,normal
110.93.215.25,112.198.79.254,59907,80,TCP,1340,0.052,582,0,57039,0,1,0,0,0,ddos
16.205.252.58,23.91.116.27,51178,53,TCP,1305,3.008,48,22,2899,5723,1,0,1,0,normal
87.185.153.34,112.198.79.254,31907,80,TCP,1427,0.009,317,0,54025,0,1,0,0,0,ddos
194.142.65.183,22.199.77.216,57126,22,UDP,439,2.307,97,17,8614,3171,0,0,0,0,normal
65.147.234.224,26.153.138.215,27769,53,TCP,1378,2.65,90,97,2528,1930,1,1,0,0,normal
166.167.46.2,112.198.79.254,44834,80,TCP,911,0.062,543,0,443815,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,42452,52775,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
209.46.135.79,185.8.206.138,54738,21,ICMP,559,3.185,96,46,102,9111,1,1,1,0,normal
227.183.181.78,60.127.161.1,11923,21,ICMP,96,1.138,100,8,4920,2526,1,1,0,0,normal
83.203.111.58,104.180.98.41,17778,80,TCP,280,3.247,94,35,5085,2937,0,1,1,0,normal
231.80.191.201,254.79.159.189,48230,33981,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
233.199.167.147,112.198.79.254,4578,80,TCP,684,0.099,620,0,110080,0,1,0,0,0,ddos
229.208.138.31,207.196.111.217,37814,25,UDP,588,2.269,47,67,1675,1171,1,0,0,0,normal
55.82.123.122,227.145.195.7,46548,21,ICMP,662,1.961,63,19,2587,2550,1,1,1,0,normal
159.127.191.158,7.42.62.231,30916,80,UDP,149,4.093,67,1,2496,1650,1,1,1,0,normal
95.84.111.147,227.184.149.183,60809,443,UDP,374,3.392,42,26,8405,3966,0,1,1,0,normal
208.4.237.48,33.55.120.146,56450,443,TCP,617,1.231,50,55,1662,1180,0,1,1,0,normal
83.142.5.233,112.198.79.254,51430,80,TCP,735,0.077,882,0,155527,0,1,0,0,0,ddos
22.193.144.198,226.50.119.167,11056,443,ICMP,861,0.858,36,86,2961,8889,1,1,1,0,normal
126.112.208.172,200.96.251.119,6192,25,UDP,1115,0.862,84,85,6268,5547,1,1,0,0,normal
161.217.102.163,139.169.147.162,58927,22,UDP,563,4.053,30,21,3347,2213,1,0,1,0,normal
120.227.142.30,41.144.160.216,44987,80,UDP,816,1.292,5,54,2605,8600,0,0,1,0,normal
250.48.252.152,112.198.79.254,35472,443,TCP,1061,0.027,452,0,462127,0,1,0,0,0,ddos
196.241.249.60,214.14.214.37,25735,21,UDP,1406,0.595,85,26,3331,482,0,1,0,0,normal
121.114.53.142,211.100.91.200,27098,21,TCP,381,2.159,47,20,4914,8053,0,0,0,0,normal
170.250.253.115,112.198.79.254,11299,443,TCP,1300,0.097,789,0,132346,0,1,0,0,0,ddos
231.98.198.184,244.167.238.106,36615,25,ICMP,948,1.351,52,69,4163,9669,1,0,1,0,normal
112.252.19.97,234.145.63.159,2299,25,TCP,719,0.675,38,52,7573,7721,0,1,1,0,normal
25.152.130.204,244.227.189.148,9454,21,TCP,1102,0.216,33,54,6078,4433,0,0,1,0,normal
102.7.244.209,218.182.202.254,42449,25,ICMP,1437,2.012,17,51,2436,380,1,0,0,0,normal
230.142.41.141,233.119.125.225,60024,53,UDP,480,3.931,22,4,4463,1103,1,1,0,0,normal
231.80.191.201,254.79.159.189,47677,34720,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
126.98.73.65,189.214.105.141,39903,22,UDP,149,4.643,56,20,7553,1402,1,1,1,0,normal
231.80.191.201,254.79.159.189,46928,48948,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
132.1.34.65,112.198.79.254,36998,80,TCP,633,0.064,994,0,98637,0,1,0,0,0,ddos
149.123.123.250,91.210.207.112,36309,443,UDP,1229,2.267,73,97,6875,4507,0,1,1,0,normal
91.50.13.92,111.17.44.46,59995,53,ICMP,1011,1.886,82,50,494,5850,1,0,0,0,normal
140.211.64.7,78.135.243.221,24398,80,ICMP,1045,0.624,96,63,6375,2825,1,0,0,0,normal
254.122.30.137,152.223.250.19,58557,443,UDP,562,2.479,90,80,3841,6561,0,0,1,0,normal
150.126.230.36,25.39.164.61,61323,21,ICMP,446,0.099,30,82,2899,8262,0,0,1,0,normal
45.44.218.148,253.225.105.199,12116,25,UDP,565,0.851,32,58,3001,2172,0,1,1,0,normal
97.126.57.253,109.100.20.7,52554,53,ICMP,1301,2.68,55,65,1973,3118,1,1,0,0,normal
231.80.191.201,254.79.159.189,40191,6461,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
130.44.44.24,248.153.26.86,55103,53,UDP,1219,1.433,17,89,6513,9522,1,1,0,0,normal
227.12.15.46,86.211.100.240,43080,22,UDP,1368,1.651,73,67,8229,7111,1,0,1,0,normal
29.63.223.36,95.43.216.195,6521,443,UDP,1103,1.495,41,50,120,9780,0,0,1,0,normal
181.254.94.109,19.6.7.155,39925,80,ICMP,1132,3.839,78,71,2829,8857,1,1,0,0,normal
247.198.91.193,222.4.14.149,58534,22,UDP,500,1.318,44,44,8231,3577,0,0,1,0,normal
174.239.16.137,126.238.97.125,57151,53,TCP,352,1.837,89,46,6843,7317,0,1,0,0,normal
183.201.57.20,133.214.200.214,16556,53,TCP,1327,4.116,41,6,8225,7616,1,0,1,0,normal
47.29.145.228,223.247.209.198,39085,53,ICMP,113,4.622,84,56,4078,6166,0,0,0,0,normal
231.80.191.201,254.79.159.189,41992,17509,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
149.179.206.162,179.82.55.144,25401,53,ICMP,631,2.619,27,48,4198,9069,0,0,1,0,normal
140.209.63.170,64.231.176.111,54492,53,TCP,952,0.351,97,44,5054,6030,0,1,1,0,normal
180.117.182.155,112.198.79.254,13182,80,TCP,775,0.097,727,0,225146,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,48094,63064,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
192.165.122.85,68.213.14.21,52450,80,TCP,451,2.745,74,42,4644,8281,0,1,0,0,normal
231.80.191.201,254.79.159.189,44666,15631,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
30.55.253.53,161.105.69.213,59945,80,TCP,879,1.16,63,57,7316,6618,0,1,1,0,normal
188.200.78.178,60.206.8.153,59726,25,UDP,474,0.22,55,47,1370,7559,0,0,0,0,normal
182.166.101.78,170.19.176.132,1442,22,ICMP,756,3.642,62,90,6699,662,0,0,0,0,normal
32.105.170.215,38.85.221.200,13357,21,TCP,1403,2.455,10,14,2850,5165,1,0,1,0,normal
56.180.105.51,235.12.94.103,65302,25,ICMP,1416,0.031,60,97,9563,4702,1,1,0,0,normal
71.138.136.145,112.198.79.254,50267,80,TCP,1132,0.017,807,0,342340,0,1,0,0,0,ddos
147.177.74.27,230.14.107.242,36283,21,UDP,453,1.177,38,98,538,360,1,1,1,0,normal
45.157.135.174,166.135.5.171,28106,53,UDP,896,4.542,21,57,1419,3258,0,1,0,0,normal
13.63.33.165,87.173.40.139,34434,80,TCP,334,0.167,54,62,1830,3909,1,1,1,0,normal
86.220.188.234,57.120.157.103,38207,53,TCP,236,4.602,2,61,9595,3506,0,1,1,0,normal
77.224.60.38,151.115.120.229,46631,25,ICMP,627,0.909,28,48,2464,7548,1,1,0,0,normal
74.250.97.36,5.109.66.139,31503,25,UDP,549,4.956,86,79,784,9033,1,1,1,0,normal
9.191.206.12,115.29.104.26,18573,80,ICMP,823,3.108,78,94,3920,5883,1,1,1,0,normal
197.153.252.171,206.153.42.207,47943,443,UDP,568,0.18,77,50,8747,727,0,1,0,0,normal
146.185.29.30,252.165.151.99,7236,53,TCP,1270,4.665,77,19,6779,140,1,0,0,0,normal
212.61.211.169,81.4.219.171,56403,21,TCP,1157,0.091,75,62,2560,1892,0,1,0,0,normal
85.33.87.42,36.13.44.83,65502,443,ICMP,380,1.508,82,84,3990,6674,1,1,1,0,normal
231.80.191.201,254.79.159.189,40444,43520,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
147.95.131.6,102.199.176.20,24679,443,UDP,118,3.039,64,12,327,9437,1,1,0,0,normal
44.65.91.3,56.188.20.28,29249,25,ICMP,1150,0.965,16,40,3864,5338,1,0,1,0,normal
251.218.222.49,56.235.59.62,21507,80,UDP,506,4.241,10,82,2878,3630,1,1,0,0,normal
145.237.33.163,116.228.114.197,4599,80,TCP,493,1.804,29,31,5891,9546,1,0,1,0,normal
125.243.100.100,3.185.44.28,43602,22,UDP,1388,4.844,35,19,1555,7345,1,0,0,0,normal
218.23.91.81,241.234.5.69,13107,21,ICMP,1160,0.972,56,3,1983,5348,1,1,0,0,normal
22.91.183.206,112.198.79.254,30570,80,TCP,543,0.003,298,0,403688,0,1,0,0,0,ddos
254.228.148.77,112.198.79.254,44387,80,TCP,1419,0.02,930,0,166853,0,1,0,0,0,ddos
12.92.112.225,112.198.79.254,2227,443,TCP,768,0.054,890,0,174826,0,1,0,0,0,ddos
60.207.147.98,112.198.79.254,60651,443,TCP,1310,0.019,790,0,332454,0,1,0,0,0,ddos
244.229.206.242,83.211.29.246,19070,443,UDP,1167,3.307,95,81,4070,8724,1,0,1,0,normal
231.80.191.201,254.79.159.189,42420,31910,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
130.162.213.19,56.221.68.246,8938,22,UDP,641,4.304,5,89,2925,8758,0,0,0,0,normal
231.80.191.201,254.79.159.189,48213,48583,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
69.6.22.84,188.10.79.9,43093,22,TCP,854,1.937,6,46,225,7778,0,0,1,0,normal
151.178.48.171,112.198.79.254,16406,443,TCP,868,0.034,698,0,428839,0,1,0,0,0,ddos
233.120.59.204,112.198.79.254,31630,443,TCP,1453,0.064,496,0,363260,0,1,0,0,0,ddos
65.254.214.161,69.88.86.13,34076,80,ICMP,653,4.698,34,89,8817,686,0,0,1,0,normal
208.12.90.40,167.26.125.134,51861,443,UDP,1044,0.207,32,77,3336,4275,1,0,1,0,normal
121.132.103.137,112.198.79.254,34964,80,TCP,951,0.037,405,0,145672,0,1,0,0,0,ddos
215.176.133.32,250.233.120.176,28009,53,TCP,714,4.144,46,62,1953,1817,1,0,1,0,normal
143.62.226.193,36.171.118.137,2624,80,TCP,1087,1.711,48,10,2930,3699,1,0,0,0,normal
214.174.240.200,92.219.173.240,50692,80,UDP,1391,3.517,85,45,8411,8927,1,1,1,0,normal
147.132.16.142,156.147.169.55,12816,443,ICMP,515,3.281,35,73,828,5363,0,1,1,0,normal
14.95.134.110,145.211.17.186,26178,22,UDP,1375,2.745,18,8,9542,3742,1,1,0,0,normal
92.77.111.252,112.198.79.254,33333,80,TCP,574,0.005,411,0,275102,0,1,0,0,0,ddos
89.114.153.223,66.163.156.88,26372,443,ICMP,905,1.029,72,65,1454,3054,1,0,1,0,normal
118.123.89.37,38.138.201.185,64718,25,TCP,526,0.202,8,55,5090,7704,0,0,1,0,normal
55.249.239.64,36.237.102.22,27679,443,UDP,1091,1.057,91,13,6712,2838,1,0,0,0,normal
231.80.191.201,254.79.159.189,49306,14687,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
231.80.191.201,254.79.159.189,46660,56700,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
55.4.14.48,235.164.6.206,61749,21,TCP,117,2.364,98,2,9670,2885,0,1,1,0,normal
202.122.75.147,96.109.133.219,35904,80,UDP,1141,1.576,51,43,4972,1811,0,0,0,0,normal
87.149.79.88,44.70.155.50,65346,21,ICMP,766,4.868,74,81,7060,3514,1,0,0,0,normal
86.129.190.236,23.112.151.90,63931,22,ICMP,508,1.381,88,5,3626,8405,1,1,0,0,normal
126.14.93.12,112.198.79.254,12821,80,TCP,1400,0.021,962,0,357807,0,1,0,0,0,ddos
18.143.61.136,21.134.190.98,10617,443,ICMP,973,2.126,14,34,6575,6856,0,0,0,0,normal
45.26.222.165,218.255.243.196,62189,443,TCP,287,0.201,56,78,8090,3544,1,1,1,0,normal
175.129.177.216,112.198.79.254,22263,80,TCP,947,0.02,976,0,93187,0,1,0,0,0,ddos
187.43.244.14,140.137.220.82,44907,25,ICMP,1301,2.737,14,21,9983,669,0,0,0,0,normal
154.107.84.20,65.56.63.250,50233,21,TCP,286,1.913,1,57,3970,2321,1,0,1,0,normal
